volFrac,thetaX,thetaY,thetaZ,stiffness0,stiffness1,stiffness2,stiffness7,stiffness8,stiffness14,stiffness21,stiffness28,stiffness35
0.53853,35.9801,20.4272,19.4157,0.21305,0.077375,0.074027,0.37439,0.098204,0.37113,0.11152,0.076278,0.079284
0.18976,54.4816,25.4855,79.5328,0.0098735,0.0015757,0.0013996,0.0099621,0.0014419,0.0086758,0.0028287,0.0027003,0.002976
0.13675,18.7437,46.0715,15.5036,0.0083202,0.00075391,0.00092081,0.0037204,0.00056822,0.0066197,0.0011711,0.0019012,0.0014879
0.38349,19.5922,59.0187,35.5932,0.15698,0.032827,0.032882,0.0859,0.027508,0.11101,0.032563,0.041908,0.04033
0.2478,66.595,68.7831,23.6889,0.027978,0.005753,0.0055336,0.026329,0.0055059,0.024893,0.0085627,0.0088019,0.00912
0.64477,15.1798,19.4163,61.5089,0.52384,0.16362,0.1499,0.50421,0.14853,0.36908,0.14528,0.14728,0.16415
0.32327,17.7024,24.3366,15.2102,0.074491,0.0071374,0.012636,0.041901,0.0089693,0.10019,0.013784,0.021314,0.010865
0.12889,23.7289,40.1131,43.9352,0.0068002,0.00061558,0.00076069,0.0038293,0.00044123,0.003602,0.00093562,0.0014609,0.0013565
0.44022,17.2705,35.1313,66.4627,0.21921,0.052978,0.054209,0.17338,0.046978,0.13353,0.051921,0.061124,0.062678
0.48153,18.8736,53.0938,82.2598,0.22776,0.067521,0.068613,0.22338,0.067866,0.21977,0.075043,0.076063,0.07478
0.11947,62.2881,56.9234,33.6279,0.0041113,0.00051924,0.00059902,0.0044797,0.00070482,0.0047262,0.0012988,0.0012823,0.0011063
0.32029,28.2149,62.8669,81.5918,0.062936,0.016504,0.016268,0.062901,0.01733,0.065634,0.0223,0.021389,0.02156
0.33375,84.5381,21.6452,17.605,0.063548,0.018165,0.018485,0.071543,0.018606,0.073367,0.024555,0.023904,0.023284
0.50121,29.6942,39.1649,50.2828,0.29213,0.073526,0.07537,0.24425,0.0712,0.22587,0.076556,0.083241,0.082862
0.15217,58.6764,69.3082,89.769,0.0063133,0.00090614,0.00098538,0.005705,0.00077305,0.0060137,0.001655,0.0019144,0.0018728
0.24332,33.4554,18.0424,60.3747,0.021434,0.0046831,0.0036773,0.035747,0.0051188,0.016962,0.0081602,0.0060851,0.0080313
0.34752,58.3851,71.8741,89.2655,0.082255,0.021592,0.022794,0.082523,0.02265,0.087871,0.028365,0.02869,0.027371
0.20213,70.1444,34.1611,16.6056,0.0095006,0.0017283,0.001888,0.010752,0.0018298,0.014017,0.0035575,0.0034805,0.0030952
0.21111,58.9612,17.8733,33.4887,0.010789,0.0026424,0.0021239,0.020011,0.0025481,0.014438,0.0048273,0.0038917,0.004562
0.19251,61.1839,21.3847,17.6384,0.0064681,0.0012793,0.0015008,0.010715,0.0015087,0.011865,0.0031422,0.0027807,0.002434
0.47691,72.0417,34.5647,72.0586,0.21485,0.064645,0.067229,0.20745,0.066389,0.22609,0.07397,0.07505,0.07172
0.21374,21.2128,49.4667,36.3648,0.022655,0.0028565,0.002661,0.012,0.0019953,0.01414,0.003681,0.005082,0.0049373
0.20443,23.7337,33.4007,15.431,0.016831,0.001437,0.00273,0.0079913,0.0017819,0.025712,0.0034158,0.0052048,0.0027428
0.60253,16.4069,24.655,15.8351,0.47356,0.10477,0.12785,0.34261,0.10229,0.46603,0.10104,0.13519,0.10271
0.25839,17.6944,22.5144,16.132,0.043784,0.0031635,0.0057201,0.019808,0.003968,0.051076,0.006548,0.011369,0.0057646
0.54773,44.3551,56.6468,80.2483,0.31403,0.098416,0.099976,0.30811,0.10081,0.31349,0.10638,0.1063,0.10436
0.63542,44.1525,20.259,58.8287,0.43222,0.15286,0.13949,0.51591,0.1523,0.40876,0.15258,0.13616,0.15352
0.28013,19.2325,41.904,38.3413,0.065533,0.0087858,0.0089321,0.030264,0.0057678,0.03212,0.0089354,0.014077,0.013814
0.26471,48.7906,21.0851,34.8958,0.021596,0.006508,0.0046052,0.05152,0.0068124,0.028471,0.011495,0.0076254,0.010454
0.60024,62.8079,57.5213,15.2109,0.36732,0.12082,0.13173,0.36645,0.13035,0.43407,0.13438,0.13595,0.12214
0.42156,15.1764,46.4783,47.2047,0.23022,0.046007,0.044147,0.12506,0.033639,0.11277,0.037649,0.053226,0.056095
0.45461,37.4139,31.9226,67.9416,0.19836,0.054816,0.055563,0.19635,0.055628,0.17074,0.062774,0.062873,0.063342
0.3536,32.4113,73.0047,49.9289,0.088436,0.024395,0.022618,0.088585,0.023922,0.084786,0.030205,0.028611,0.030092
0.34452,52.0709,26.0075,25.889,0.049058,0.01903,0.018497,0.1061,0.021792,0.099128,0.031053,0.023345,0.024201
0.29385,27.0074,63.0709,58.5365,0.049588,0.011114,0.010772,0.043371,0.010194,0.044028,0.014846,0.015639,0.016029
0.34846,15.3285,40.6394,15.0195,0.12951,0.015221,0.026756,0.031126,0.015265,0.13389,0.018234,0.041493,0.01854
0.39749,39.0787,49.173,15.0003,0.10622,0.025344,0.035928,0.084649,0.035458,0.19406,0.043609,0.045791,0.029601
0.44035,16.3002,23.0448,15.8259,0.22217,0.029879,0.04745,0.13098,0.033686,0.24757,0.037972,0.060997,0.033356
0.56332,15.3338,39.023,48.0737,0.43722,0.1073,0.10757,0.30658,0.090542,0.27636,0.091442,0.11534,0.11613
0.5502,78.3088,48.1745,82.6706,0.31191,0.10033,0.10275,0.31026,0.10049,0.32941,0.10635,0.10899,0.10545
0.58952,59.021,18.8585,47.8671,0.33987,0.12412,0.1145,0.43401,0.12526,0.36713,0.13049,0.11574,0.1284
0.51858,49.7028,33.6984,67.3872,0.26931,0.082835,0.08453,0.27025,0.084838,0.26907,0.092126,0.091354,0.08973
0.38852,19.6162,17.795,48.1654,0.15369,0.03522,0.024817,0.16567,0.026554,0.056948,0.031233,0.029267,0.048868
0.63927,22.5511,15.9737,42.1538,0.49745,0.15772,0.12634,0.54793,0.13419,0.34315,0.13251,0.12198,0.1621
0.60778,45.2311,49.8454,15.4704,0.36813,0.11592,0.13377,0.34379,0.13249,0.49342,0.13665,0.13922,0.11466
0.40431,15.2526,32.078,19.6792,0.21336,0.027885,0.038868,0.079053,0.0229,0.1654,0.025839,0.05267,0.032471
0.54189,30.9849,26.8161,63.3769,0.31537,0.093873,0.093619,0.33907,0.096155,0.26721,0.10217,0.098236,0.10207
0.62755,40.832,40.4772,25.2681,0.41879,0.13203,0.14313,0.42158,0.14253,0.50836,0.1438,0.14427,0.12907
0.63252,32.5117,17.3374,65.5787,0.45333,0.15155,0.14315,0.5012,0.15135,0.40013,0.15084,0.14053,0.15222
0.20735,63.3337,85.546,16.1504,0.013269,0.002197,0.0023427,0.013347,0.0024836,0.014475,0.0044837,0.0042801,0.0040673
0.51447,40.8413,33.4944,16.7209,0.21172,0.062589,0.077538,0.25353,0.081898,0.36939,0.093474,0.085569,0.064728
0.25545,86.73,62.7154,81.5824,0.02698,0.0055874,0.0052457,0.027888,0.0056623,0.026669,0.0093331,0.0088554,0.0092833
0.49772,15.9045,80.5259,72.9075,0.25056,0.076302,0.076889,0.24226,0.075984,0.24021,0.08285,0.084057,0.083557
0.17042,15.2174,61.9196,59.4795,0.0068288,0.00089715,0.00090433,0.0054422,0.00079004,0.0058801,0.00165,0.0017636,0.0017313
0.5023,36.8735,29.3631,30.181,0.24799,0.068142,0.067063,0.27723,0.070052,0.26401,0.078507,0.073745,0.075144
0.37005,27.5552,19.2479,64.8885,0.10501,0.027047,0.024877,0.12521,0.027877,0.071724,0.033996,0.030036,0.035724
0.51865,71.6977,75.5278,54.3617,0.27061,0.085184,0.083641,0.27438,0.085982,0.26834,0.092942,0.090235,0.092497
0.47859,15.0044,15.0427,49.911,0.27928,0.074068,0.054144,0.28961,0.055447,0.1138,0.05959,0.058028,0.091032
0.40349,16.5967,27.6056,49.0094,0.19546,0.039788,0.036159,0.14824,0.028984,0.077944,0.032805,0.042145,0.051945
0.30759,15.487,15.0112,49.8014,0.084091,0.016664,0.010514,0.081348,0.010677,0.022281,0.013871,0.014099,0.026423
0.52442,19.8845,64.8181,40.3323,0.31474,0.088124,0.088292,0.23568,0.08182,0.28161,0.087027,0.097139,0.09546
0.15908,15.1804,44.8581,34.7006,0.012378,0.0010853,0.0011881,0.0053166,0.00079299,0.0067674,0.0017676,0.002432,0.0020369
0.36488,79.4968,46.1189,49.5831,0.10307,0.028548,0.028101,0.097314,0.027199,0.094226,0.033317,0.03434,0.035384
0.3807,84.6393,62.5882,61.6067,0.11401,0.032519,0.031945,0.11137,0.031722,0.1133,0.038123,0.03877,0.039084
0.40042,51.683,15.8797,22.0011,0.070869,0.033398,0.029063,0.18178,0.038916,0.15675,0.051671,0.033338,0.038767
0.39461,27.1769,69.2892,43.8837,0.14205,0.037502,0.034894,0.11725,0.033752,0.11964,0.039823,0.042467,0.045586
0.53252,77.6381,43.4176,16.1257,0.27027,0.088066,0.09304,0.28486,0.092228,0.31195,0.1,0.10017,0.093512
0.58218,62.4047,42.3626,60.5018,0.3588,0.11806,0.11482,0.37668,0.11808,0.35677,0.12252,0.11801,0.12259
0.10333,78.8259,15.9051,71.6069,0.0028797,0.00041276,0.00031152,0.0031119,0.00032343,0.0025392,0.0006717,0.00066936,0.0009054
0.20493,50.7875,23.786,33.8567,0.0094318,0.0018942,0.0014707,0.015715,0.0018377,0.011031,0.0037747,0.002864,0.0035064
0.6248,50.7947,41.0576,54.0155,0.4341,0.14344,0.14204,0.44221,0.14223,0.42672,0.1422,0.14203,0.14389
0.25095,42.2633,69.6656,47.961,0.026983,0.0058899,0.0055395,0.027128,0.0055293,0.02551,0.0087191,0.0085768,0.0092015
0.50334,16.0301,28.3818,17.84,0.35009,0.058989,0.077221,0.17885,0.05084,0.29644,0.052958,0.092444,0.062489
0.39691,29.5034,48.6469,52.4552,0.15397,0.036761,0.037458,0.11765,0.033023,0.12026,0.038798,0.045258,0.044016
0.55378,32.8836,19.6808,47.313,0.33844,0.10346,0.088985,0.40128,0.096322,0.25648,0.1014,0.09094,0.11396
0.38764,71.1306,53.7872,16.2419,0.10823,0.032409,0.036811,0.11247,0.034846,0.13716,0.042526,0.043987,0.038156
0.3936,77.8729,83.5226,79.4194,0.12592,0.035693,0.036334,0.12362,0.035203,0.12614,0.04249,0.043402,0.042401
0.57946,43.1909,82.5377,41.0843,0.36455,0.11737,0.1169,0.35872,0.11528,0.36173,0.11927,0.12143,0.12182
0.26921,15.1533,27.7851,17.6776,0.054547,0.003958,0.0069686,0.016161,0.0035583,0.043409,0.006114,0.012905,0.006425
0.60611,19.7676,61.4541,79.9833,0.41372,0.13209,0.13303,0.39693,0.1292,0.39919,0.13127,0.13579,0.13456
0.63704,46.1606,19.7492,44.6302,0.40794,0.14912,0.13757,0.5425,0.15212,0.42706,0.15341,0.13282,0.14915
0.44695,24.3265,25.7406,15.03,0.15148,0.030864,0.043527,0.17021,0.04699,0.27531,0.057404,0.051651,0.033606
0.39178,53.1386,57.8473,25.4695,0.11548,0.03124,0.035079,0.105,0.033604,0.13887,0.040938,0.043252,0.037312
0.14106,24.8673,48.1272,24.0985,0.0068867,0.00086446,0.00064457,0.0061592,0.00065356,0.0059276,0.0014538,0.0014831,0.0017672
0.50997,15.0208,42.5294,18.0527,0.35104,0.064707,0.088839,0.14203,0.061384,0.31977,0.063752,0.10512,0.06806
0.52978,29.0437,46.0358,34.5863,0.32869,0.085663,0.08562,0.26177,0.080971,0.29396,0.085854,0.094342,0.092303
0.25812,15.1757,18.0781,15.8827,0.037827,0.0029397,0.0039327,0.021164,0.0025761,0.036847,0.0054916,0.0080078,0.0059693
0.52644,34.1522,15.0475,26.3495,0.21533,0.077661,0.062379,0.39787,0.086493,0.28337,0.097514,0.063161,0.083997
0.55131,19.7616,64.7116,87.7579,0.31815,0.099859,0.099483,0.31788,0.099598,0.31618,0.10628,0.10555,0.10626
0.55519,57.4298,40.8117,15.4326,0.27726,0.092495,0.10737,0.29864,0.10287,0.39975,0.11083,0.11537,0.094601
0.44097,46.6976,70.9342,16.811,0.16907,0.048371,0.052705,0.15307,0.053374,0.19911,0.061731,0.062083,0.054921
0.5577,43.0503,17.4932,57.1866,0.29736,0.10411,0.092326,0.39765,0.1066,0.28057,0.11446,0.095253,0.11213
0.50036,15.744,59.0948,76.5902,0.26138,0.077953,0.077518,0.24424,0.075109,0.23729,0.081472,0.085258,0.085932
0.33342,65.104,20.0026,23.441,0.049153,0.018416,0.018118,0.090386,0.01994,0.085513,0.027926,0.022698,0.023436
0.3125,32.5608,27.8841,24.1757,0.046887,0.0093775,0.010256,0.060182,0.011788,0.072657,0.017876,0.015269,0.013206
0.33917,37.4058,84.9753,59.5013,0.07537,0.020097,0.019525,0.077462,0.020033,0.074862,0.026119,0.025667,0.026055
0.5879,73.7345,15.3172,15.67,0.32015,0.12084,0.11924,0.40085,0.12438,0.40107,0.13015,0.12222,0.12352
0.50144,38.636,70.3788,16.738,0.24969,0.071585,0.077168,0.21022,0.078236,0.28086,0.085872,0.086817,0.077248
0.59601,51.0001,35.8762,22.1968,0.33367,0.11479,0.12409,0.3917,0.126,0.45257,0.13182,0.1275,0.11502
0.43832,70.7718,35.6706,17.9905,0.14098,0.048037,0.051593,0.17334,0.051178,0.19688,0.060067,0.058635,0.053781
0.18341,38.1246,37.9196,36.1954,0.0077672,0.0009927,0.0010586,0.0079076,0.0010735,0.0082457,0.0021581,0.0021191,0.0021014
0.25846,88.6669,65.4827,25.2134,0.028454,0.0061578,0.0062759,0.028566,0.0061818,0.029052,0.0095371,0.0096949,0.0095859
0.4449,19.96,29.4381,16.0745,0.20398,0.032659,0.050324,0.12101,0.039817,0.26916,0.04478,0.064189,0.035484
0.49711,54.6537,15.1502,31.2999,0.16462,0.071819,0.062034,0.32118,0.076306,0.24715,0.089655,0.065868,0.079376
0.38737,75.7928,16.6545,64.512,0.11281,0.033919,0.033266,0.12413,0.034621,0.12016,0.042216,0.039926,0.040935
0.49661,60.5876,62.603,62.0067,0.2385,0.073819,0.073134,0.24167,0.07319,0.24271,0.080509,0.080947,0.081374
0.42384,66.982,58.8632,26.192,0.14882,0.044893,0.047017,0.15341,0.047245,0.1684,0.055142,0.054795,0.0519
0.63271,15.0173,73.1754,31.8141,0.48295,0.15109,0.14978,0.41068,0.14355,0.44916,0.14158,0.15,0.15063
0.42307,81.6665,39.888,15.0835,0.14338,0.043289,0.046631,0.14981,0.045383,0.17283,0.053091,0.054116,0.049297
0.20446,15.0003,28.5187,72.1762,0.017458,0.0021495,0.0025027,0.01263,0.0018852,0.010897,0.003516,0.0043415,0.0041554
0.3401,15.6781,22.4711,34.0227,0.13418,0.020616,0.014968,0.088366,0.011743,0.04335,0.014655,0.019177,0.030318
0.46508,46.1459,82.2991,30.2567,0.2012,0.060051,0.059928,0.197,0.060085,0.20358,0.068284,0.068527,0.06784
0.65173,77.9964,55.8623,22.0851,0.47114,0.15899,0.16268,0.4788,0.16366,0.49882,0.16084,0.15975,0.1549
0.46126,72.3213,39.064,74.9897,0.19709,0.060598,0.058618,0.20354,0.05953,0.19154,0.067572,0.065942,0.068754
0.45245,35.3435,15.2473,37.3129,0.15665,0.055227,0.037002,0.29893,0.052404,0.14053,0.062803,0.040029,0.066157
0.51636,15.993,52.3402,15.1126,0.33309,0.069274,0.093626,0.14054,0.068808,0.34213,0.072412,0.1101,0.072444
0.37792,63.0242,43.287,89.792,0.1035,0.029133,0.029118,0.10741,0.029903,0.10577,0.036423,0.035823,0.036035
0.328,57.8192,24.0589,38.2866,0.05053,0.017017,0.015381,0.088533,0.017333,0.069111,0.024046,0.020019,0.022689
0.21721,77.1363,26.2815,49.0143,0.01458,0.0028364,0.0025762,0.016,0.0026351,0.014713,0.0046635,0.0045645,0.0048841
0.50636,69.5778,25.3332,88.0692,0.25277,0.078391,0.079214,0.25327,0.079109,0.2592,0.087016,0.087003,0.085708
0.40873,62.3391,62.1871,69.7372,0.13673,0.040831,0.040439,0.14536,0.041583,0.13815,0.048826,0.047385,0.047965
0.22159,55.1537,30.6677,23.8319,0.010331,0.0021341,0.002709,0.016394,0.0028895,0.022901,0.0054227,0.0046224,0.0038545
0.3125,28.5782,15.0037,35.4747,0.051131,0.013241,0.0074458,0.11167,0.012481,0.035956,0.018189,0.010735,0.020738
0.19147,58.1157,70.009,38.8849,0.0092134,0.001397,0.0014352,0.0091066,0.0014319,0.0092319,0.0027585,0.0027847,0.0027856
0.39379,16.1483,38.0597,25.2553,0.19908,0.02919,0.035382,0.068179,0.02195,0.13339,0.025344,0.04775,0.034942
0.51192,58.0404,16.2391,59.0227,0.23835,0.084165,0.074676,0.31086,0.08448,0.23349,0.092953,0.07947,0.092635
0.5743,64.6771,33.7367,83.2428,0.35324,0.11332,0.1139,0.35238,0.11317,0.35233,0.11807,0.11878,0.11824
0.44446,52.7923,19.0719,85.4645,0.17146,0.052404,0.05168,0.18515,0.054542,0.18191,0.062432,0.058955,0.059597
0.24692,17.3234,44.6189,19.1763,0.038108,0.0039314,0.0053565,0.011954,0.0032854,0.030811,0.005481,0.010239,0.0064066
0.27438,25.6879,15.3847,61.5312,0.039439,0.0088243,0.0065518,0.05165,0.008267,0.021504,0.01198,0.00973,0.014195
0.35163,19.8164,54.9521,63.5144,0.10255,0.02368,0.023492,0.078177,0.020169,0.071282,0.024994,0.030094,0.03096
0.40899,19.9011,26.6264,16.727,0.15632,0.024769,0.033867,0.11819,0.029361,0.20033,0.034794,0.042801,0.028642
0.57203,29.004,51.1492,17.8603,0.35004,0.096325,0.11207,0.272,0.10805,0.43491,0.11368,0.12101,0.097729
0.49847,17.4563,65.9335,15.922,0.26959,0.07106,0.078994,0.16676,0.071102,0.2868,0.07726,0.090776,0.076292
0.28419,16.4978,24.7166,52.8424,0.065181,0.010152,0.008221,0.04736,0.0065387,0.019933,0.0097364,0.012252,0.0177
0.14244,21.3936,16.884,22.1188,0.0060886,0.00074475,0.00055691,0.0090824,0.00082288,0.0069561,0.002049,0.0013198,0.0016493
0.60097,52.4372,68.4445,16.6557,0.3839,0.12352,0.13414,0.3721,0.13334,0.44252,0.13634,0.13792,0.12385
0.62831,27.2412,45.9778,38.9266,0.49937,0.1408,0.14217,0.40326,0.13272,0.42636,0.13062,0.14406,0.14167
0.32093,57.1196,15.7188,59.184,0.052207,0.016765,0.013094,0.083456,0.017009,0.052228,0.023267,0.017738,0.023421
0.55434,87.5308,29.5067,46.3703,0.31947,0.099926,0.10174,0.31215,0.10099,0.32716,0.10706,0.10834,0.10542
0.31977,61.8486,75.4832,34.7481,0.062882,0.014849,0.015543,0.056447,0.014934,0.061686,0.020123,0.021194,0.020591
0.25001,20.7631,32.4068,32.1379,0.043499,0.0046965,0.0047569,0.022399,0.0031576,0.021982,0.0055711,0.0082582,0.0081037
0.46634,36.7906,15.2766,19.7729,0.11827,0.04779,0.041747,0.29273,0.063947,0.24843,0.0809,0.044468,0.05238
0.44922,21.4711,15.8224,79.3071,0.18732,0.053659,0.054559,0.19305,0.055587,0.17046,0.062893,0.061751,0.062145
0.51065,15.1062,16.6366,55.652,0.32046,0.087376,0.073206,0.31108,0.070711,0.15945,0.075354,0.078728,0.10201
0.55553,15.886,20.3503,74.5388,0.35176,0.10529,0.10376,0.34562,0.10131,0.27872,0.10561,0.10887,0.11292
0.14511,27.9602,25.3399,25.5703,0.0059835,0.00068683,0.00062872,0.0063009,0.00088214,0.0072383,0.0017335,0.0014856,0.0014118
0.35747,31.2359,25.4863,83.3816,0.088065,0.023768,0.024157,0.091324,0.02428,0.087709,0.031124,0.030386,0.030226
0.45658,23.5033,46.3658,37.5505,0.24314,0.054282,0.055056,0.15975,0.049655,0.19014,0.05477,0.064899,0.061669
0.46632,19.7536,15.4737,36.9829,0.25295,0.064725,0.043222,0.28918,0.044349,0.11354,0.048853,0.045993,0.081561
0.43985,16.3225,38.0528,52.5448,0.2517,0.050216,0.053474,0.143,0.039865,0.12935,0.043764,0.062811,0.060062
0.53645,65.8274,46.9873,41.9424,0.29374,0.092194,0.094401,0.29428,0.093522,0.30664,0.099828,0.10089,0.098123
0.58369,18.5064,18.3496,21.4744,0.37095,0.10094,0.08863,0.44092,0.10239,0.36985,0.1075,0.089356,0.10575
0.26495,63.7904,81.2172,34.8654,0.028435,0.0061369,0.0062442,0.029716,0.0064712,0.030503,0.009944,0.0097964,0.0096947
0.49655,15.1568,25.478,45.9087,0.33282,0.07723,0.066889,0.26186,0.057306,0.15059,0.059774,0.073157,0.091554
0.44736,18.7522,22.2311,57.0942,0.21947,0.056202,0.04883,0.22094,0.047873,0.11278,0.053413,0.054393,0.069472
0.54827,36.6583,16.5999,87.224,0.30545,0.098931,0.097127,0.32412,0.099922,0.30136,0.10645,0.10267,0.10558
0.56461,20.0261,52.5698,26.0126,0.40399,0.10001,0.11062,0.25775,0.0971,0.37455,0.099223,0.12071,0.10372
0.42763,53.3793,70.9605,19.0696,0.14969,0.042854,0.045429,0.14393,0.048121,0.17668,0.056756,0.054379,0.049869
0.22557,16.4184,20.7561,61.9505,0.023718,0.0037761,0.0032653,0.022467,0.0030305,0.011726,0.0051804,0.00543,0.0068512
0.46127,23.9031,15.0252,44.7106,0.22118,0.061804,0.043564,0.28885,0.051936,0.11519,0.057669,0.047075,0.077006
0.47712,72.3147,65.1858,20.0979,0.2141,0.065894,0.065846,0.21771,0.065909,0.21685,0.073808,0.073882,0.073631
0.10363,17.682,80.0616,33.2653,0.0030875,0.0004512,0.00034319,0.0037691,0.00056693,0.0041763,0.0011663,0.00077202,0.00092752
0.31164,89.5113,59.7008,19.9874,0.054504,0.013342,0.014188,0.056884,0.014469,0.058764,0.019973,0.019678,0.018656
0.34803,51.3206,16.4427,40.4283,0.058108,0.024504,0.016937,0.13917,0.023918,0.07191,0.031982,0.020999,0.031311
0.45459,15.9232,85.0723,15.1806,0.19487,0.055712,0.056802,0.17424,0.056752,0.19434,0.064243,0.06543,0.063405
0.58502,81.9749,28.6116,18.847,0.35157,0.11764,0.119,0.36879,0.11822,0.37899,0.12307,0.12362,0.12133
0.55842,24.5598,15.3699,19.1533,0.277,0.08098,0.075054,0.42064,0.099797,0.37422,0.11096,0.075891,0.083164
0.60452,20.4196,15.0002,35.1124,0.44951,0.13986,0.09806,0.51691,0.10984,0.27322,0.10983,0.095509,0.14977
0.63743,36.0199,15.0014,27.907,0.36958,0.13872,0.12161,0.57443,0.1554,0.46248,0.15884,0.11515,0.1376
0.57705,26.6019,52.9359,32.2867,0.4101,0.11159,0.11321,0.31054,0.10851,0.36919,0.11026,0.12032,0.11604
0.35693,22.8389,15.5928,20.4908,0.082226,0.017878,0.01297,0.13356,0.018176,0.09553,0.025512,0.017413,0.024444
0.5764,15.3122,25.0342,19.036,0.44211,0.091008,0.11306,0.30162,0.085755,0.41081,0.085465,0.12152,0.092206
0.16859,43.66,26.4503,22.4859,0.0047734,0.00072569,0.00076439,0.0069839,0.00089141,0.0077743,0.0018689,0.0015455,0.0015121
0.24927,26.4645,15.6008,33.2706,0.024243,0.0050983,0.0028231,0.050323,0.0046201,0.018878,0.007956,0.0051628,0.0093127
0.55719,42.3638,15.0322,37.4336,0.27283,0.10144,0.082783,0.43788,0.10127,0.28516,0.1108,0.083768,0.11027
0.50975,65.158,83.8735,15.6245,0.26006,0.079765,0.081508,0.25036,0.080868,0.26603,0.088054,0.089312,0.086586
0.60701,50.763,30.4048,32.8652,0.36268,0.12744,0.12505,0.44141,0.12926,0.4242,0.13384,0.12593,0.12876
0.2559,15.0915,85.0993,31.9564,0.030835,0.0063669,0.0063442,0.027296,0.0059404,0.028493,0.0092435,0.0098428,0.0097753
0.34017,15.4054,43.0557,35.5957,0.13651,0.019123,0.020132,0.049275,0.011954,0.062606,0.01594,0.028585,0.025546
0.61147,89.9701,47.6563,15.4547,0.41057,0.13563,0.13502,0.41277,0.13576,0.42129,0.13756,0.13671,0.13716
0.59698,18.9384,73.4417,32.4011,0.41327,0.12755,0.12674,0.35648,0.12442,0.39224,0.12662,0.13081,0.13104
0.45445,15.0301,57.1272,27.4969,0.25217,0.055588,0.056969,0.12759,0.04724,0.19599,0.052427,0.069593,0.063394
0.41611,49.4688,57.6618,46.3869,0.14714,0.043043,0.043545,0.14215,0.043114,0.15276,0.049949,0.050571,0.0495
0.31714,15.4111,32.9092,85.1549,0.063582,0.015546,0.01577,0.061991,0.015268,0.058967,0.020467,0.021377,0.021526
0.24337,35.5252,36.1793,31.5195,0.022594,0.003423,0.0035603,0.023793,0.0038683,0.026137,0.0068208,0.0065644,0.0063773
0.526,75.6381,19.0498,23.4933,0.2433,0.088141,0.084824,0.31115,0.08839,0.288,0.097503,0.091103,0.095382
0.52099,33.4977,18.2128,89.8992,0.27682,0.085996,0.087078,0.27049,0.086103,0.2825,0.092582,0.094113,0.092494
0.23717,38.0557,18.9732,41.8488,0.015688,0.003888,0.0023389,0.037808,0.004135,0.016498,0.007265,0.0043529,0.0071004
0.45275,45.825,59.303,54.7691,0.19449,0.056673,0.056337,0.1891,0.056408,0.18298,0.063553,0.064264,0.064708
0.49078,18.1578,83.265,38.9298,0.24655,0.070836,0.070947,0.21631,0.069269,0.22967,0.076116,0.079733,0.07899
0.53423,31.8058,16.2707,80.3644,0.2934,0.09096,0.090451,0.30287,0.09272,0.27725,0.099655,0.096788,0.098619
0.38259,30.1071,19.0111,86.9742,0.11926,0.031985,0.033822,0.1128,0.032083,0.1168,0.0384,0.040466,0.038495
0.19731,40.5573,18.5232,39.4174,0.0077386,0.0015794,0.0011541,0.017687,0.0019471,0.0094282,0.0036428,0.0022885,0.0032046
0.56772,62.4033,16.2083,45.4521,0.30849,0.11441,0.10155,0.39941,0.11196,0.32067,0.119,0.10414,0.12096
0.52671,48.7661,32.7116,54.5131,0.27487,0.087738,0.084162,0.3134,0.087641,0.26512,0.095327,0.089448,0.095564
0.36812,23.6678,17.4954,69.1048,0.10312,0.026281,0.024899,0.12002,0.027207,0.073124,0.033681,0.030504,0.034961
0.43799,34.9087,18.3672,15.7289,0.10269,0.033314,0.038567,0.21163,0.051118,0.25869,0.066548,0.043066,0.036694
0.33127,22.4849,30.2445,36.6474,0.11263,0.01712,0.015972,0.070852,0.012334,0.053309,0.016612,0.021581,0.024438
0.59232,60.44,22.2443,15.1962,0.29344,0.11617,0.12205,0.40542,0.12898,0.44248,0.13606,0.12485,0.11737
0.37124,63.8962,35.1837,17.406,0.071961,0.024806,0.030174,0.10425,0.028927,0.13437,0.038072,0.037021,0.030195
0.28492,35.1052,35.7916,28.3883,0.038821,0.0065432,0.0073428,0.036754,0.0078475,0.048893,0.012172,0.012293,0.010529
0.27859,56.026,15.4665,54.1108,0.032026,0.0097995,0.0069948,0.055046,0.0098279,0.031229,0.014499,0.010383,0.01455
0.2172,22.3503,57.3638,18.7562,0.018826,0.0024754,0.0029466,0.010618,0.0026887,0.021499,0.0046605,0.0057657,0.0043836
0.34977,50.6866,15.1457,15.1929,0.037963,0.019215,0.01887,0.11571,0.027082,0.12632,0.038526,0.023083,0.022817
0.39766,62.6829,49.2212,43.6862,0.12398,0.03669,0.036331,0.12739,0.035809,0.12935,0.043017,0.042834,0.043182
0.52786,15.6262,76.1755,84.8135,0.28682,0.088237,0.088168,0.27926,0.088726,0.28471,0.095523,0.095458,0.094852
0.48755,55.7516,15.0571,58.9307,0.21541,0.075756,0.064146,0.27784,0.073246,0.1953,0.081672,0.068672,0.085244
0.35979,26.0003,39.3467,15.5274,0.094122,0.015049,0.025432,0.049952,0.020717,0.16033,0.026275,0.036758,0.018758
0.49869,44.406,15.0142,26.7901,0.16341,0.067734,0.057864,0.34108,0.076964,0.25721,0.091321,0.060757,0.074718
0.34614,15.2378,15.9822,25.737,0.13087,0.021076,0.011561,0.11623,0.010982,0.043848,0.014705,0.015173,0.032538
